WinningTeam,Locations,LosingTeam,WinnerScore,LoserScore,RatePer,Tournament
AirForce,,SantaClara,11,10,8,Trouble in Vegas 2012
AirForce,,LewisClark,12,10,8,Trouble in Vegas 2012
AirForce,,AzusaPacific,10,8,8,Trouble in Vegas 2012
AirForce,,BrighamYoung,13,10,8,Trouble in Vegas 2012
AirForce,,Kentucky,13,8,13,Kentucky Classic 2012
AirForce,,WashingtonUniversityB,13,6,13,Kentucky Classic 2012
AirForce,,Kentucky,13,12,13,Kentucky Classic 2012
AirForce,,Hendrix,15,10,15,2012 USAU South Central D-3 College Open CC
AirForce,,Tulsa,15,3,15,2012 USAU South Central D-3 College Open CC
AirForce,,JohnBrown,14,12,15,2012 USAU South Central D-3 College Open CC
Akron,,WrightStateB,13,0,11,Boogie Nights
Akron,,KentState,13,7,11,Boogie Nights
Akron,,MountUnion,13,10,11,Boogie Nights
Akron,,ClevelandState,11,6,14,2012 USAU Ohio D-1 College Open CC
Alabama,,BallState,13,10,3,Joint Summit 2012
Alabama,,Davidson,13,9,3,Joint Summit 2012
Alabama,,Rhodes,13,4,3,Joint Summit 2012
Alabama,,MissouriState,13,6,6,Mardi Gras XXV Sunday
Alabama,,GeorgiaSouthern,12,11,9,Tally Classic VII
Alabama,,SouthernMississippi,13,2,9,Tally Classic VII
Alabama,,TexasAM,13,9,9,Tally Classic VII
Alabama,,MississippiStateB,11,2,14,2012 USAU Gulf Coast D-1 College Open CC
Alabama,,Tulane,11,7,14,2012 USAU Gulf Coast D-1 College Open CC
Alabama,,MiddleTennesseeState,11,1,14,2012 USAU Gulf Coast D-1 College Open CC
Alabama,,SouthernMississippi,11,6,14,2012 USAU Gulf Coast D-1 College Open CC
Alabama,,Vanderbilt,12,11,14,2012 USAU Gulf Coast D-1 College Open CC
Alabama,,LSU,13,11,14,2012 USAU Gulf Coast D-1 College Open CC
Alabama,,SouthernMississippi,15,7,17,2012 USAU Southeast D-1 College Open Regionals
Alabama,,GeorgiaSouthern,15,8,17,2012 USAU Southeast D-1 College Open Regionals
Alabama,,Tulane,13,9,17,2012 USAU Southeast D-1 College Open Regionals
Alabama,,Tennessee,W,L,17,2012 USAU Southeast D-1 College Open Regionals
AlabamaBirmingham,,TennesseeTech,7,4,10,Matt Hopper Memorial III
AlabamaBirmingham,,Berry,13,12,10,Matt Hopper Memorial III
AlabamaBirmingham,,TennesseeTechB,13,4,10,Matt Hopper Memorial III
Allegheny,,Gettysburg,13,12,14,2012 USAU West Penn D-3 College Open CC
Allegheny,,Clarion,13,8,14,2012 USAU West Penn D-3 College Open CC
American,,Vanderbilt,14,8,10,40950
American,,Davidson,15,12,10,40950
American,,Charleston,W,F,10,40950
American,,Roanoke,13,1,11,Flint Michigan Megabowl (DC Tune-Up)
American,,GeorgeWashingtonB,13,1,11,Flint Michigan Megabowl (DC Tune-Up)
American,,Richmond,13,9,11,Flint Michigan Megabowl (DC Tune-Up)
American,,VirginiaCommonwealth,15,3,11,Flint Michigan Megabowl (DC Tune-Up)
American,,Richmond,13,8,11,Flint Michigan Megabowl (DC Tune-Up)
American,,WilliamMary,12,11,12,Roll Call 2012
American,,Hofstra,15,4,12,Roll Call 2012
American,,Pennsylvania,13,6,12,Roll Call 2012
American,,GeorgeWashington,11,4,15,2012 USAU Colonial D-1 College Open CC
American,,MarylandBaltimoreCounty,15,3,15,2012 USAU Colonial D-1 College Open CC
AmericanB,,Roanoke,15,7,11,Flint Michigan Megabowl (DC Tune-Up)
AmericanB,,CentralConnecticutStateB,12,9,12,Roll Call 2012
AmericanB,,GeorgeMasonB,13,5,12,Roll Call 2012
AmericanB,,GeorgeMasonB,11,3,14,2012 USAU Northern Atlantic Coast Dev College Open CC
AmericanB,,GeorgeWashingtonB,11,7,14,2012 USAU Northern Atlantic Coast Dev College Open CC
Amherst,,Nebraska,13,7,10,High Tide Session III
Amherst,,MarylandBaltimoreCounty,13,6,10,High Tide Session III
Amherst,,Allegheny,13,2,10,High Tide Session III
Amherst,,Columbia,13,4,12,High Tide Session III
Amherst,,Brandeis,15,4,12,High Tide Session III
Amherst,,NYU,15,9,12,High Tide Session III
Amherst,,Yale,W,F,12,High Tide Session III
Amherst,,HolyCross,13,12,14,2012 USAU South New England D-3 College Open CC
Amherst,,Clark,13,5,14,2012 USAU South New England D-3 College Open CC
Amherst,,Bryant,13,10,14,2012 USAU South New England D-3 College Open CC
Amherst,,WorcesterPolytech,13,11,14,2012 USAU South New England D-3 College Open CC
Amherst,,Wentworth,15,7,17,2012 USAU South New England D-3 College Open CC
Amherst,,Bryant,15,8,17,2012 USAU South New England D-3 College Open CC
Amherst,,WorcesterPolytech,14,11,17,2012 USAU South New England D-3 College Open CC
AmherstB,,JohnsHopkinsB,13,7,10,High Tide Session III
AmherstB,,OhioStateB,13,7,10,High Tide Session III
AmherstB,,JohnsHopkinsB,13,11,11,High Tide Session III
AmherstB,,MiddleburyB,W,L,12,New England Open 2012
AmherstB,,NewHampshireB,11,8,12,New England Open 2012
AmherstB,,HarvardB,11,6,12,New England Open 2012
AmherstB,,BostonCollegeB,11,7,12,New England Open 2012
AmherstB,,HarvardB,10,7,17,2012 USAU South New England Dev College Open CC
AmherstB,,BentleyB,9,7,17,2012 USAU South New England Dev College Open CC
AppalachianState,,EastTennesseeState,13,8,2,Joint Summit 2012
AppalachianState,,GeorgiaState,13,5,2,Joint Summit 2012
AppalachianState,,CarletonCollegeGOP,9,8,5,Queen City Tune Up
AppalachianState,,WilliamMaryB,12,6,6,Beenanza 2012
AppalachianState,,DelawareB,13,3,6,Beenanza 2012
AppalachianState,,SUNYBuffaloB,12,4,6,Beenanza 2012
AppalachianState,,GeorgeWashingtonB,13,4,6,Beenanza 2012
AppalachianState,,CarnegieMellonB,15,5,6,Beenanza 2012
AppalachianState,,MarylandB,15,4,6,Beenanza 2012
AppalachianState,,JamesMadisonB,13,7,6,Beenanza 2012
AppalachianState,,GeorgiaTechB,11,2,7,Chucktown Throwdown IX
AppalachianState,,Furman,9,3,7,Chucktown Throwdown IX
AppalachianState,,NorthCarolinaAsheville,11,6,7,Chucktown Throwdown IX
AppalachianState,,GeorgiaSouthernB,11,4,7,Chucktown Throwdown IX
AppalachianState,,Elon,11,6,7,Chucktown Throwdown IX
AppalachianState,,Clemson,13,7,7,Chucktown Throwdown IX
AppalachianState,,Charleston,15,10,7,Chucktown Throwdown IX
AppalachianState,,EastCarolina,13,8,15,2012 USAU Carolina D-1 College Open CC
AppalachianState,,EastCarolina,13,8,15,2012 USAU Carolina D-1 College Open CC
Arizona,,ChicoState,W,F,6,Presidents' Day Classic - Open
Arizona,,CaliforniaSantaCruz,9,4,6,Presidents' Day Classic - Open
Arizona,,NorthTexas,12,9,8,Trouble in Vegas 2012
Arizona,,ColoradoCollege,12,11,8,Trouble in Vegas 2012
Arizona,,BoiseState,13,6,8,Trouble in Vegas 2012
Arizona,,OregonState,13,12,8,Trouble in Vegas 2012
Arizona,,UCLAB,13,4,9,Irvine Invite
Arizona,,CaliforniaDavisB,13,2,9,Irvine Invite
Arizona,,SouthernCalifornia,13,3,9,Irvine Invite
Arizona,,Occidental,13,5,9,Irvine Invite
Arizona,,CaliforniaIrvineB,W,L,9,Irvine Invite
Arizona,,CalStateFullerton,13,4,9,Irvine Invite
Arizona,,CalPolyPomona,W,L,9,Irvine Invite
Arizona,,SonomaState,13,9,16,2012 USAU Desert D-1 College Open CC
Arizona,,LasPositas,13,11,16,2012 USAU Desert D-1 College Open CC
Arizona,,Stanford,13,11,16,2012 USAU Desert D-1 College Open CC
ArizonaState,,CaliforniaSantaCruz,15,13,6,Presidents' Day Classic - Open
ArizonaState,,ChicoState,15,11,6,Presidents' Day Classic - Open
ArizonaState,,PugetSound,15,13,6,Presidents' Day Classic - Open
ArizonaState,,Whitman,W,F,10,Centex 2012
ArizonaState,,CaliforniaSantaBarbara,13,7,16,2012 USAU Southwest D-1 College Open Regionals
ArizonaState,,SanDiegoState,12,10,16,2012 USAU Southwest D-1 College Open Regionals
ArizonaStateB,,Chapman,13,2,9,Irvine Invite
Arkansas,,Tulsa,11,3,5,Big D in little d
Arkansas,,ColoradoState,10,8,5,Big D in little d
Arkansas,,TexasArlington,13,5,5,Big D in little d
Arkansas,,Harding,13,10,5,Big D in little d
Arkansas,,KansasState,15,8,5,Big D in little d
Arkansas,,MiamiOhio,13,2,6,Mardi Gras XXV Sunday
Arkansas,,MississippiState,10,6,6,Mardi Gras XXV Sunday
Arkansas,,Wyoming,13,1,8,Trouble in Vegas 2012
Arkansas,,Occidental,13,3,8,Trouble in Vegas 2012
Arkansas,,NevadaReno,13,2,8,Trouble in Vegas 2012
Arkansas,,CalStateFullerton,13,2,8,Trouble in Vegas 2012
Arkansas,,BritishColumbia,11,10,8,Trouble in Vegas 2012
Arkansas,,Chicago,13,7,11,College Terminus - Open
Arkansas,,Emory,13,5,11,College Terminus - Open
Arkansas,,Tulane,13,7,11,College Terminus - Open
Arkansas,,Massachusetts,13,8,11,College Terminus - Open
Arkansas,,MissouriState,13,6,14,2012 USAU Ozarks D-1 College Open CC
Arkansas,,StLouis,13,9,14,2012 USAU Ozarks D-1 College Open CC
Arkansas,,Missouri,13,5,14,2012 USAU Ozarks D-1 College Open CC
Arkansas,,WashingtonUniversity,13,6,14,2012 USAU Ozarks D-1 College Open CC
Arkansas,,Missouri,13,6,14,2012 USAU Ozarks D-1 College Open CC
Arkansas,,NorthTexas,15,9,17,2012 USAU South Central D-1 College Open Regionals
Arkansas,,ColoradoState,15,12,17,2012 USAU South Central D-1 College Open Regionals
ArmstrongAtlantic,,WisconsinMilwaukeeB,12,8,10,College Southerns XI (men)
ArmstrongAtlantic,,IndianaB,W,L,10,College Southerns XI (men)
ArmstrongAtlantic,,WisconsinMilwaukeeB,15,11,10,College Southerns XI (men)
ArmstrongAtlantic,,MississippiStateB,W,L,12,College Southerns XI (men)
ArmstrongAtlantic,,SouthernPolytechState,12,7,15,2012 USAU Southern Appalachian D-3 College Open CC
ArmstrongAtlantic,,FloridaTech,13,9,15,2012 USAU Southern Appalachian D-3 College Open CC
ArmstrongAtlantic,,FloridaTech,14,9,15,2012 USAU Southern Appalachian D-3 College Open CC
Auburn,,Rhodes,7,6,1,Cowbell Classic 2012
Auburn,,MississippiStateB,10,6,1,Cowbell Classic 2012
Auburn,,MississippiStateB,13,5,1,Cowbell Classic 2012
Auburn,,Tennessee,13,11,3,T-Town Throwdown 8
Auburn,,Xavier,13,6,3,T-Town Throwdown 8
Auburn,,Alabama,15,11,3,T-Town Throwdown 8
Auburn,,GeorgiaTechB,13,7,12,Freaknik 2012
Auburn,,Charleston,12,11,12,Freaknik 2012
Auburn,,MississippiStateB,12,10,12,Freaknik 2012
Auburn,,GeorgiaB,10,7,12,Freaknik 2012
Auburn,,Samford,15,10,12,Freaknik 2012
Auburn,,AlabamaBirmingham,13,7,14,2012 USAU Gulf Coast D-1 College Open CC
Auburn,,MississippiState,13,11,14,2012 USAU Gulf Coast D-1 College Open CC
Auburn,,Vanderbilt,11,10,14,2012 USAU Gulf Coast D-1 College Open CC
Auburn,,LSU,12,4,14,2012 USAU Gulf Coast D-1 College Open CC
Auburn,,Miami,15,11,17,2012 USAU Southeast D-1 College Open Regionals
Augustana,,SouthDakotaState,13,6,10,Omaha Open
Augustana,,StMarysMinnesota,13,8,14,2012 USAU Northwoods D-3 College Open CC
AzusaPacific,,CaliforniaB,13,5,1,Santa Barbara Qualifier
AzusaPacific,,UCLAB,13,4,1,Santa Barbara Qualifier
AzusaPacific,,SacramentoState,12,6,7,Stanford Open
AzusaPacific,,SimonFraser,9,7,7,Stanford Open
AzusaPacific,,Utah,10,9,7,Stanford Open
AzusaPacific,,RensselaerPolytech,13,12,7,Stanford Open
AzusaPacific,,OregonState,W,F,7,Stanford Open
AzusaPacific,,SantaClara,13,12,8,Trouble in Vegas 2012
AzusaPacific,,ArizonaStateB,13,7,8,Trouble in Vegas 2012
AzusaPacific,,Wyoming,13,11,8,Trouble in Vegas 2012
AzusaPacific,,CalStateFullerton,11,6,14,2012 USAU SoCal D-1 College Open CC
AzusaPacific,,CaliforniaIrvine,11,6,14,2012 USAU SoCal D-1 College Open CC
BallState,,MiddleTennesseeState,13,1,3,T-Town Throwdown 8
BallState,,Rhodes,13,3,3,T-Town Throwdown 8
BallState,,Auburn,13,7,3,T-Town Throwdown 8
BallState,,OklahomaState,W,F,3,T-Town Throwdown 8
BallState,,NebraskaOmaha,15,11,7,Free State Classic
BallState,,JohnBrown,15,6,7,Free State Classic
BallState,,StLouis,15,7,7,Free State Classic
BallState,,Mississippi,11,4,11,Huck Finn
BallState,,MinnesotaB,11,2,11,Huck Finn
BallState,,IllinoisStateB,11,1,11,Huck Finn
BallState,,LoyolaChicago,11,7,11,Huck Finn
BallState,,IllinoisState,15,13,11,Huck Finn
BallState,,Kentucky,13,8,14,2012 USAU East Plains D-1 College Open CC
BallState,,WesternKentucky,12,9,14,2012 USAU East Plains D-1 College Open CC
BallState,,Indiana,12,9,14,2012 USAU East Plains D-1 College Open CC
Bard,,KeeneState,W,F,11,D-1337
Bard,,EastStroudsburg,11,8,11,D-1337
Bard,,Hartford,13,8,14,2012 USAU Hudson Valley D-3 College Open CC
Bard,,Hartford,12,10,14,2012 USAU Hudson Valley D-3 College Open CC
Bates,,NortheasternB,11,2,12,New England Open 2012
Bates,,GordonCollege,12,10,12,New England Open 2012
Bates,,BostonCollegeB,11,5,12,New England Open 2012
Bates,,TuftsC,11,3,12,New England Open 2012
Bates,,AmherstB,15,5,12,New England Open 2012
Bates,,BentleyB,W,L,13,Moon Landing III
Bates,,Colby,12,11,14,2012 USAU North New England D-3 College Open CC
Bates,,KeeneState,15,6,14,2012 USAU North New England D-3 College Open CC
Bates,,MaineFarmington,W,F,14,2012 USAU North New England D-3 College Open CC
Bates,,Colby,15,13,14,2012 USAU North New England D-3 College Open CC
Bates,,Bryant,W,L,17,2012 USAU New England D-3 College Open Regionals
Baylor,,TexasB,11,9,5,Big D in little d
Baylor,,ColoradoB,13,9,5,Big D in little d
Baylor,,MidwesternState,11,6,5,Big D in little d
Baylor,,TexasC,13,3,11,Sky My Disc
Baylor,,MidwesternState,13,3,11,Sky My Disc
Baylor,,Dallas,13,4,11,Sky My Disc
Baylor,,TexasB,11,10,11,Sky My Disc
Baylor,,TexasC,15,4,11,Sky My Disc
Baylor,,Rice,15,8,11,Sky My Disc
Baylor,,NorthTexas,15,11,11,Sky My Disc
Baylor,,Oklahoma,12,9,12,Heart of Texas Huckfest
Baylor,,OklahomaState,13,6,12,Heart of Texas Huckfest
Baylor,,NorthTexas,13,7,12,Heart of Texas Huckfest
Baylor,,TexasTech,13,9,12,Heart of Texas Huckfest
Baylor,,Tulsa,15,9,12,Heart of Texas Huckfest
Baylor,,Oklahoma,15,13,12,Heart of Texas Huckfest
Baylor,,TexasArlington,13,7,15,2012 USAU North Texas D-1 College Open CC
Baylor,,TexasChristian,13,6,15,2012 USAU North Texas D-1 College Open CC
Baylor,,TexasDallas,13,6,15,2012 USAU North Texas D-1 College Open CC
Baylor,,TexasChristian,15,4,15,2012 USAU North Texas D-1 College Open CC
Baylor,,TexasArlington,15,11,15,2012 USAU North Texas D-1 College Open CC
Beloit,,Richmond,9,8,8,High Tide Session I
Beloit,,YaleB,13,3,9,High Tide Session I
Beloit,,Clark,13,9,9,High Tide Session I
Beloit,,Xavier,11,9,9,High Tide Session I
Beloit,,Lawrence,13,8,14,2012 USAU Lake Superior D-3 College Open CC
Bentley,,CanisiusCollege,13,3,11,D-1337
Bentley,,Stonehill,13,8,11,D-1337
Bentley,,StLawrence,13,1,11,D-1337
Bentley,,ConnecticutCollege,13,9,11,D-1337
Bentley,,SUNYCortland,15,3,11,D-1337
Bentley,,SUNYFredonia,15,9,11,D-1337
Bentley,,Brandeis,13,6,12,New England Open 2012
Bentley,,Yale,12,11,12,New England Open 2012
Bentley,,Stonehill,11,7,14,2012 USAU Metro Boston D-3 College Open CC
Bentley,,Wentworth,11,1,14,2012 USAU Metro Boston D-3 College Open CC
Bentley,,SalemState,11,4,14,2012 USAU Metro Boston D-3 College Open CC
Bentley,,Merrimack,11,2,14,2012 USAU Metro Boston D-3 College Open CC
Bentley,,Brandeis,11,6,14,2012 USAU Metro Boston D-3 College Open CC
Bentley,,Brandeis,15,8,14,2012 USAU Metro Boston D-3 College Open CC
Bentley,,WorcesterPolytech,15,9,17,2012 USAU New England D-3 College Open Regionals
Bentley,,Bates,15,5,17,2012 USAU New England D-3 College Open Regionals
Bentley,,Brandeis,15,8,17,2012 USAU New England D-3 College Open Regionals
Bentley,,Amherst,13,12,17,2012 USAU New England D-3 College Open Regionals
Bentley,,Bowdoin,15,14,17,2012 USAU New England D-3 College Open Regionals
Bentley,,StevensTech,12,11,19,2012 USAU D-3 College Open Championships
Bentley,,WakeForest,14,6,19,2012 USAU D-3 College Open Championships
BentleyB,,BrownB,10,6,13,Holly Burns Huckfest 2012
BentleyB,,HarvardB,13,7,15,2012 USAU Metro Boston Dev College Open CC
BentleyB,,TuftsC,12,10,15,2012 USAU Metro Boston Dev College Open CC
BentleyB,,BostonCollegeB,13,3,15,2012 USAU Metro Boston Dev College Open CC
BentleyB,,NewHampshireB,9,4,17,2012 USAU New England Dev College Open Regionals
BentleyB,,BrownC,11,5,17,2012 USAU New England Dev College Open Regionals
BentleyB,,HarvardB,11,9,17,2012 USAU New England Dev College Open Regionals
Berry,,TennesseeB,14,11,4,Music City Tune Up
Berry,,VanderbiltB,11,5,4,Music City Tune Up
Berry,,TennesseeTechB,W,L,5,Emory Open
Berry,,SouthernPolytechState,W,L,5,Emory Open
Berry,,TennesseeTechB,13,2,10,Matt Hopper Memorial III
Berry,,TennesseeTech,13,11,10,Matt Hopper Memorial III
BethelUniversity,,DaytonB,13,6,12,MLK Indoor
BethelUniversity,,IllinoisStateB,13,6,12,MLK Indoor
BethelUniversity,,WrightStateB,13,1,12,MLK Indoor
BethelUniversity,,WisconsinPlatteville,14,12,12,MLK Indoor
BethelUniversity,,Creighton,12,10,12,MLK Indoor
BoiseState,,SouthernCalifornia,13,5,8,Trouble in Vegas 2012
BoiseState,,WashingtonB,13,7,8,Trouble in Vegas 2012
BoiseState,,GeorgeWashington,10,7,8,Trouble in Vegas 2012
BoiseState,,Utah,9,8,8,Trouble in Vegas 2012
BoiseState,,AirForce,12,11,8,Trouble in Vegas 2012
BoiseState,,UtahState,9,5,8,Trouble in Vegas 2012
BoiseState,,Gonzaga,12,10,14,2012 USAU Big Sky D-1 College Open CC
BoiseState,,Idaho,13,8,14,2012 USAU Big Sky D-1 College Open CC
BoiseState,,Montana,13,4,14,2012 USAU Big Sky D-1 College Open CC
BoiseState,,WashingtonState,13,4,14,2012 USAU Big Sky D-1 College Open CC
BoiseState,,Utah,11,10,14,2012 USAU Big Sky D-1 College Open CC
BoiseState,,Montana,13,4,16,2012 USAU Northwest D-1 College Open Regionals
BostonCollege,,WakeForest,13,10,3,ACCUC
BostonCollege,,VirginiaTech,13,11,3,ACCUC
BostonCollege,,Clemson,15,12,3,ACCUC
BostonCollege,,Iowa,15,13,7,Free State Classic
BostonCollege,,NotreDame,15,13,7,Free State Classic
BostonCollege,,StLouis,10,9,7,Free State Classic
BostonCollege,,KansasState,13,8,7,Free State Classic
BostonCollege,,Oklahoma,15,11,7,Free State Classic
BostonCollege,,SouthernMississippi,13,4,9,Tally Classic VII
BostonCollege,,Alabama,12,9,9,Tally Classic VII
BostonCollege,,Auburn,13,8,9,Tally Classic VII
BostonCollege,,MississippiState,13,8,9,Tally Classic VII
BostonCollege,,Brandeis,13,6,12,New England Open 2012
BostonCollege,,Bentley,13,7,12,New England Open 2012
BostonCollege,,NYU,12,10,12,New England Open 2012
BostonCollege,,Bentley,14,12,12,New England Open 2012
BostonCollege,,Northeastern,11,5,12,New England Open 2012
BostonCollege,,MassachusettsLowell,15,5,14,2012 USAU Metro Boston D-1 College Open CC
BostonCollege,,MIT,14,13,14,2012 USAU Metro Boston D-1 College Open CC
BostonCollege,,Northeastern,15,11,14,2012 USAU Metro Boston D-1 College Open CC
BostonCollege,,Harvard,15,13,14,2012 USAU Metro Boston D-1 College Open CC
BostonCollege,,BrownB,15,1,17,2012 USAU New England D-1 College Open Regionals
BostonCollege,,Northeastern,15,7,17,2012 USAU New England D-1 College Open Regionals
BostonCollege,,BostonUniversity,14,5,17,2012 USAU New England D-1 College Open Regionals
BostonCollegeB,,BrandeisB,9,1,9,B-deis B-fest
BostonCollegeB,,BrownC,W,F,9,B-deis B-fest
BostonCollegeB,,TuftsC,11,9,12,2nd Annual Scoobfest
BostonCollegeB,,NortheasternB,11,8,12,2nd Annual Scoobfest
BostonCollegeB,,MiddleburyB,W,F,12,2nd Annual Scoobfest
BostonCollegeB,,BentleyB,11,10,15,2012 USAU Metro Boston Dev College Open CC
BostonCollegeB,,TuftsC,13,7,15,2012 USAU Metro Boston Dev College Open CC
BostonCollegeB,,HarvardB,13,8,15,2012 USAU Metro Boston Dev College Open CC
BostonCollegeB,,BrownC,11,1,17,2012 USAU New England Dev College Open Regionals
BostonCollegeB,,AmherstB,9,6,17,2012 USAU New England Dev College Open Regionals
BostonCollegeB,,NewHampshireB,9,6,17,2012 USAU New England Dev College Open Regionals
BostonCollegeB,,BentleyB,9,2,17,2012 USAU New England Dev College Open Regionals
BostonUniversity,,CentralConnecticutStateB,13,0,11,40976
BostonUniversity,,YaleB,13,4,11,40976
BostonUniversity,,NewHampshire,11,9,11,40976
BostonUniversity,,Columbia,9,5,12,New England Open 2012
BostonUniversity,,MassachusettsLowell,W,F,14,2012 USAU Metro Boston D-1 College Open CC
BostonUniversity,,MIT,15,14,17,2012 USAU New England D-1 College Open Regionals
Bowdoin,,KeeneState,13,2,11,D-1337
Bowdoin,,EastStroudsburg,13,2,11,D-1337
Bowdoin,,Colgate,13,10,11,D-1337
Bowdoin,,RensselaerPolytech,13,9,11,D-1337
Bowdoin,,Ithaca,15,4,11,D-1337
Bowdoin,,Brandeis,15,7,11,D-1337
Bowdoin,,Bentley,16,15,11,D-1337
Bowdoin,,SUNYAlbany,13,0,12,Garden State Open II
Bowdoin,,PrincetonB,13,0,12,Garden State Open II
Bowdoin,,StJosephs,13,1,12,Garden State Open II
Bowdoin,,CornellB,13,1,12,Garden State Open II
Bowdoin,,Messiah,13,5,12,Garden State Open II
Bowdoin,,QueensKingston,13,7,12,Garden State Open II
Bowdoin,,StevensTech,13,12,12,Garden State Open II
Bowdoin,,MaineFarmington,15,3,14,2012 USAU North New England D-3 College Open CC
Bowdoin,,Bates,15,4,14,2012 USAU North New England D-3 College Open CC
Bowdoin,,Colby,15,4,14,2012 USAU North New England D-3 College Open CC
Bowdoin,,KeeneState,11,1,14,2012 USAU North New England D-3 College Open CC
Bowdoin,,Bates,11,5,14,2012 USAU North New England D-3 College Open CC
Bowdoin,,Bryant,15,8,17,2012 USAU New England D-3 College Open Regionals
Bowdoin,,Wentworth,15,4,17,2012 USAU New England D-3 College Open Regionals
Bowdoin,,Amherst,15,10,17,2012 USAU New England D-3 College Open Regionals
Bowdoin,,Brandeis,15,10,17,2012 USAU New England D-3 College Open Regionals
Bowdoin,,Brandeis,15,8,17,2012 USAU New England D-3 College Open Regionals
Bowdoin,,Claremont,13,6,19,2012 USAU D-3 College Open Championships
Bowdoin,,GeorgiaCollege,15,5,19,2012 USAU D-3 College Open Championships
Bradley,,MichiganStateB,13,8,12,Chicago Invite 2012
Bradley,,NorthwesternB,4,1,12,Chicago Invite 2012
Bradley,,WrightStateB,13,1,12,Chicago Invite 2012
Bradley,,NorthwesternB,10,6,12,Chicago Invite 2012
Bradley,,Valparaiso,9,6,14,2012 USAU Illinois D-3 College Open CC
Brandeis,,Dickinson,11,8,8,Woodside Invite
Brandeis,,Kettering,11,2,8,Woodside Invite
Brandeis,,Messiah,11,4,8,Woodside Invite
Brandeis,,GeorgeMason,11,8,8,Woodside Invite
Brandeis,,Swarthmore,13,2,8,Woodside Invite
Brandeis,,Siena,13,3,11,Woodside Invite
Brandeis,,SUNYCortland,12,11,11,Woodside Invite
Brandeis,,SUNYGeneseo,13,4,11,Woodside Invite
Brandeis,,SUNYOneonta,13,8,11,Woodside Invite
Brandeis,,RensselaerPolytech,15,4,11,Woodside Invite
Brandeis,,SUNYFredonia,W,F,11,Woodside Invite
Brandeis,,SalemState,11,6,14,2012 USAU Metro Boston D-3 College Open CC
Brandeis,,Merrimack,11,7,14,2012 USAU Metro Boston D-3 College Open CC
Brandeis,,Wentworth,11,8,14,2012 USAU Metro Boston D-3 College Open CC
Brandeis,,Stonehill,11,3,14,2012 USAU Metro Boston D-3 College Open CC
Brandeis,,Bates,15,7,17,2012 USAU New England D-3 College Open Regionals
Brandeis,,WorcesterPolytech,15,10,17,2012 USAU New England D-3 College Open Regionals
Brandeis,,Bates,15,8,17,2012 USAU New England D-3 College Open Regionals
Brandeis,,Amherst,13,12,17,2012 USAU New England D-3 College Open Regionals
BrighamYoung,,AzusaPacific,13,2,8,Trouble in Vegas 2012
BrighamYoung,,LewisClark,13,5,8,Trouble in Vegas 2012
BrighamYoung,,EasternMichigan,13,8,8,Trouble in Vegas 2012
BrighamYoung,,SantaClara,13,7,8,Trouble in Vegas 2012
BrighamYoung,,NorthernColorado,13,3,11,Rocky Mountain Invitational
BrighamYoung,,UtahState,13,8,11,Rocky Mountain Invitational
BrighamYoung,,Wyoming,13,6,11,Rocky Mountain Invitational
BrighamYoung,,UtahState,13,5,14,2012 USAU Big Sky D-1 College Open CC
BrighamYoung,,WashingtonState,13,6,14,2012 USAU Big Sky D-1 College Open CC
BritishColumbia,,CaliforniaSanDiego,11,10,6,Presidents' Day Classic - Open
BritishColumbia,,CaliforniaSantaCruz,15,11,6,Presidents' Day Classic - Open
BritishColumbia,,NorthTexas,13,5,8,Trouble in Vegas 2012
BritishColumbia,,Arizona,12,9,8,Trouble in Vegas 2012
BritishColumbia,,AirForce,13,6,8,Trouble in Vegas 2012
BritishColumbia,,Arizona,13,6,8,Trouble in Vegas 2012
BritishColumbia,,OregonB,11,10,15,2012 USAU Cascadia D-1 College Open CC
BritishColumbia,,WesternWashingtonB,11,1,15,2012 USAU Cascadia D-1 College Open CC
BritishColumbia,,WashingtonB,11,4,15,2012 USAU Cascadia D-1 College Open CC
BritishColumbia,,CentralWashington,11,2,15,2012 USAU Cascadia D-1 College Open CC
BritishColumbia,,OregonState,11,4,15,2012 USAU Cascadia D-1 College Open CC
BritishColumbia,,Victoria,13,11,16,2012 USAU Northwest D-1 College Open Regionals
BritishColumbia,,WashingtonState,13,2,16,2012 USAU Northwest D-1 College Open Regionals
BritishColumbia,,OregonState,13,6,16,2012 USAU Northwest D-1 College Open Regionals
BritishColumbia,,OregonB,13,4,16,2012 USAU Northwest D-1 College Open Regionals
BritishColumbia,,WesternWashington,15,11,16,2012 USAU Northwest D-1 College Open Regionals
Brown,,UCLA,15,12,6,Presidents' Day Classic - Open
Brown,,Arizona,14,10,6,Presidents' Day Classic - Open
Brown,,BritishColumbia,15,13,6,Presidents' Day Classic - Open
Brown,,NorthCarolinaState,14,12,8,Easterns Qualifier 2012
Brown,,VirginiaTech,15,11,8,Easterns Qualifier 2012
Brown,,AmericanB,15,0,11,Flint Michigan Megabowl (DC Tune-Up)
Brown,,VirginiaCommonwealth,13,2,11,Flint Michigan Megabowl (DC Tune-Up)
Brown,,VirginiaB,13,1,11,Flint Michigan Megabowl (DC Tune-Up)
Brown,,Navy,13,3,11,Flint Michigan Megabowl (DC Tune-Up)
Brown,,American,14,9,11,Flint Michigan Megabowl (DC Tune-Up)
Brown,,Vermont,15,10,13,BootyCall
Brown,,Yale,13,8,13,BootyCall
Brown,,RhodeIsland,15,4,13,BootyCall
