WinningTeam,Locations,LosingTeam,WinnerScore,LoserScore,RatePer,Tournament
Clemson,,GeorgiaSouthernB,15,1,7,Chucktown Throwdown IX
Clemson,,Tulane,12,11,9,Tally Classic VII
Clemson,,SouthFlorida,13,6,9,Tally Classic VII
Clemson,,FloridaState,12,9,9,Tally Classic VII
Clemson,,Alabama,13,8,9,Tally Classic VII
Clemson,,ArmstrongAtlantic,13,0,12,Freaknik 2012
Clemson,,GeorgiaB,13,6,12,Freaknik 2012
Clemson,,GeorgiaSouthernB,13,2,12,Freaknik 2012
Clemson,,MIT,10,6,12,Freaknik 2012
Clemson,,GeorgiaState,12,8,12,Freaknik 2012
Clemson,,Auburn,15,6,12,Freaknik 2012
Clemson,,TennesseeChattanooga,11,6,12,Freaknik 2012
Clemson,,Emory,15,6,12,Freaknik 2012
Clemson,,Duke,13,9,15,2012 USAU Carolina D-1 College Open CC
Clemson,,Charleston,13,9,15,2012 USAU Carolina D-1 College Open CC
Clemson,,NorthCarolinaState,13,5,15,2012 USAU Carolina D-1 College Open CC
Clemson,,JamesMadison,13,10,17,2012 USAU Atlantic Coast D-1 College Open Regionals
Clemson,,Charleston,13,10,17,2012 USAU Atlantic Coast D-1 College Open Regionals
ClevelandState,,IndianaPennsylvaniaB,15,7,8,Nut Buster VII
ClevelandState,,CornellB,11,7,8,Nut Buster VII
Colby,,Kalamazoo,11,8,10,High Tide Session III
Colby,,StThomas,13,3,10,High Tide Session III
Colby,,Lawrence,13,6,11,High Tide Session III
Colby,,Lawrence,12,6,11,High Tide Session III
Colby,,Bates,11,7,13,Moon Landing III
Colby,,BrownB,W,L,13,Moon Landing III
Colby,,KeeneState,15,5,14,2012 USAU North New England D-3 College Open CC
Colby,,MaineFarmington,W,F,14,2012 USAU North New England D-3 College Open CC
Colby,,KeeneState,W,F,14,2012 USAU North New England D-3 College Open CC
Colgate,,RensselaerPolytech,13,10,11,D-1337
Colgate,,KeeneState,13,4,11,D-1337
Colgate,,EastStroudsburg,13,4,11,D-1337
Colgate,,JamesMadisonB,14,10,12,Roll Call 2012
Colgate,,Navy,13,10,12,Roll Call 2012
Colgate,,Goucher,W,L,12,Roll Call 2012
Colgate,,LeMoyne,11,2,14,2012 USAU WesternNY D-3 College Open CC
Colgate,,StLawrence,11,7,14,2012 USAU WesternNY D-3 College Open CC
Colgate,,SUNYCortland,11,5,14,2012 USAU WesternNY D-3 College Open CC
Colgate,,Ithaca,15,5,14,2012 USAU WesternNY D-3 College Open CC
Colgate,,Ithaca,15,11,14,2012 USAU WesternNY D-3 College Open CC
Colgate,,StevensTech,14,12,16,2012 USAU Metro East D-3 College Open Regionals
Colgate,,Marist,13,10,16,2012 USAU Metro East D-3 College Open Regionals
Colgate,,SUNYOneonta,13,8,16,2012 USAU Metro East D-3 College Open Regionals
Colgate,,Siena,13,5,16,2012 USAU Metro East D-3 College Open Regionals
CollegeofNewJersey,,Messiah,10,8,11,Steakfest '12
CollegeofNewJersey,,Oberlin,10,7,11,Steakfest '12
CollegeofNewJersey,,SUNYStonyBrook,13,9,12,Roll Call
CollegeofNewJersey,,Swarthmore,W,F,12,Roll Call
CollegeofNewJersey,,Ramapo,13,6,14,2012 USAU MetroNY D-3 College Open CC
CollegeofNewJersey,,Stockton,13,7,14,2012 USAU MetroNY D-3 College Open CC
CollegeofNewJersey,,Rider,13,4,14,2012 USAU MetroNY D-3 College Open CC
CollegeofNewJersey,,Ramapo,15,5,14,2012 USAU MetroNY D-3 College Open CC
CollegeofNewJersey,,Stockton,W,L,14,2012 USAU MetroNY D-3 College Open CC
CollegeofNewJersey,,Ithaca,12,11,16,2012 USAU Metro East D-3 College Open Regionals
Colorado,,SonomaState,16,14,6,Presidents' Day Classic - Open
Colorado,,SanDiegoState,15,9,6,Presidents' Day Classic - Open
Colorado,,Brown,15,4,6,Presidents' Day Classic - Open
Colorado,,UCLA,15,7,6,Presidents' Day Classic - Open
Colorado,,Vermont,15,10,6,Presidents' Day Classic - Open
Colorado,,SanDiegoState,15,7,6,Presidents' Day Classic - Open
Colorado,,Harvard,13,7,8,Stanford Invite
Colorado,,Florida,14,12,8,Stanford Invite
Colorado,,Whitman,15,12,8,Stanford Invite
Colorado,,MichiganState,11,7,10,Centex 2012
Colorado,,Washington,13,8,10,Centex 2012
Colorado,,Iowa,13,11,10,Centex 2012
Colorado,,ColoradoState,13,9,14,2012 USAU Rocky Mountain D-1 College Open CC
Colorado,,ColoradoCollege,13,5,14,2012 USAU Rocky Mountain D-1 College Open CC
Colorado,,ColoradoB,13,4,14,2012 USAU Rocky Mountain D-1 College Open CC
Colorado,,MetroStateCollegeofDenver,13,3,14,2012 USAU Rocky Mountain D-1 College Open CC
Colorado,,NorthernColorado,13,2,14,2012 USAU Rocky Mountain D-1 College Open CC
Colorado,,ColoradoB,13,5,14,2012 USAU Rocky Mountain D-1 College Open CC
Colorado,,ColoradoCollege,13,5,14,2012 USAU Rocky Mountain D-1 College Open CC
Colorado,,Oklahoma,15,7,17,2012 USAU South Central D-1 College Open Regionals
Colorado,,TexasB,15,6,17,2012 USAU South Central D-1 College Open Regionals
Colorado,,WashingtonUniversity,15,5,17,2012 USAU South Central D-1 College Open Regionals
Colorado,,Kansas,12,7,17,2012 USAU South Central D-1 College Open Regionals
Colorado,,Texas,15,11,17,2012 USAU South Central D-1 College Open Regionals
Colorado,,Cornell,15,7,20,2012 USAU D-1 College Open Championships
Colorado,,Washington,15,13,20,2012 USAU D-1 College Open Championships
Colorado,,GeorgiaTech,15,6,20,2012 USAU D-1 College Open Championships
Colorado,,Texas,15,13,20,2012 USAU D-1 College Open Championships
ColoradoB,,MidwesternState,13,4,5,Big D in little d
ColoradoB,,CentralArkansas,13,10,5,Big D in little d
ColoradoB,,JohnBrown,10,9,7,Free State Classic
ColoradoB,,Creighton,10,8,7,Free State Classic
ColoradoB,,JohnBrown,W,F,7,Free State Classic
ColoradoB,,MetroStateCollegeofDenver,13,2,14,2012 USAU Rocky Mountain D-1 College Open CC
ColoradoB,,NorthernColorado,12,10,14,2012 USAU Rocky Mountain D-1 College Open CC
ColoradoB,,NorthernColorado,W,F,14,2012 USAU Rocky Mountain D-1 College Open CC
ColoradoCollege,,BritishColumbia,13,11,8,Trouble in Vegas 2012
ColoradoCollege,,UtahState,13,6,8,Trouble in Vegas 2012
ColoradoCollege,,NorthTexas,9,8,8,Trouble in Vegas 2012
ColoradoCollege,,Whitman,W,F,10,Centex 2012
ColoradoCollege,,NorthernColorado,13,6,14,2012 USAU Rocky Mountain D-1 College Open CC
ColoradoCollege,,MetroStateCollegeofDenver,13,4,14,2012 USAU Rocky Mountain D-1 College Open CC
ColoradoCollege,,ColoradoState,13,3,14,2012 USAU Rocky Mountain D-1 College Open CC
ColoradoCollege,,ColoradoB,10,6,14,2012 USAU Rocky Mountain D-1 College Open CC
ColoradoCollege,,ColoradoState,12,8,14,2012 USAU Rocky Mountain D-1 College Open CC
ColoradoCollege,,TexasArlington,W,L,17,2012 USAU South Central D-1 College Open Regionals
ColoradoCollege,,WashingtonUniversity,W,L,17,2012 USAU South Central D-1 College Open Regionals
ColoradoCollege,,KansasState,13,12,17,2012 USAU South Central D-1 College Open Regionals
ColoradoMines,,Caltech,14,12,8,Trouble in Vegas 2012
ColoradoMines,,NevadaReno,13,10,8,Trouble in Vegas 2012
ColoradoMines,,MetroStateCollegeofDenver,15,2,11,Rocky Mountain Invitational
ColoradoMines,,MetroStateCollegeofDenver,7,5,11,Rocky Mountain Invitational
ColoradoState,,TexasArlington,9,8,5,Big D in little d
ColoradoState,,Tulsa,13,9,5,Big D in little d
ColoradoState,,Baylor,16,15,5,Big D in little d
ColoradoState,,LSU,11,8,5,Big D in little d
ColoradoState,,Creighton,15,3,7,Free State Classic
ColoradoState,,WashingtonUniversity,13,12,7,Free State Classic
ColoradoState,,EasternIllinois,13,7,7,Free State Classic
ColoradoState,,TrumanState,15,8,7,Free State Classic
ColoradoState,,WashingtonUniversity,12,10,7,Free State Classic
ColoradoState,,MetroStateCollegeofDenver,15,5,11,Rocky Mountain Invitational
ColoradoState,,ColoradoMines,15,5,11,Rocky Mountain Invitational
ColoradoState,,BrighamYoung,13,10,11,Rocky Mountain Invitational
ColoradoState,,NorthernColorado,13,5,11,Rocky Mountain Invitational
ColoradoState,,UtahState,13,7,11,Rocky Mountain Invitational
ColoradoState,,ColoradoB,13,5,14,2012 USAU Rocky Mountain D-1 College Open CC
ColoradoState,,NorthernColorado,13,5,14,2012 USAU Rocky Mountain D-1 College Open CC
ColoradoState,,MetroStateCollegeofDenver,13,3,14,2012 USAU Rocky Mountain D-1 College Open CC
ColoradoState,,MetroStateCollegeofDenver,13,2,14,2012 USAU Rocky Mountain D-1 College Open CC
ColoradoState,,ColoradoB,W,F,14,2012 USAU Rocky Mountain D-1 College Open CC
ColoradoState,,Baylor,15,13,17,2012 USAU South Central D-1 College Open Regionals
Columbia,,Rowan,13,2,8,PhilaU's Hucktastic Invitational
Columbia,,Rowan,13,4,8,PhilaU's Hucktastic Invitational
Columbia,,SUNYNewPaltz,13,6,8,PhilaU's Hucktastic Invitational
Columbia,,Philadelphia,15,2,8,PhilaU's Hucktastic Invitational
Columbia,,SUNYOneonta,15,8,8,PhilaU's Hucktastic Invitational
Columbia,,MarylandB,13,9,10,Dirty Bird Open
Columbia,,York,13,6,10,Dirty Bird Open
Columbia,,StJosephs,13,11,10,Dirty Bird Open
Columbia,,Philadelphia,15,2,10,Dirty Bird Open
Columbia,,SUNYBinghamton,15,7,10,Dirty Bird Open
Columbia,,Rochester,12,8,11,Steakfest '12
Columbia,,PittsburghJohnstown,13,8,11,Steakfest '12
Columbia,,Lehigh,13,9,11,Steakfest '12
Columbia,,Yale,11,9,12,New England Open 2012
Columbia,,Brandeis,W,F,12,New England Open 2012
Columbia,,StJohnsNY,13,3,15,2012 USAU MetroNY D-1 College Open CC
Columbia,,Rowan,15,7,15,2012 USAU MetroNY D-1 College Open CC
Columbia,,SUNYStonyBrook,13,6,15,2012 USAU MetroNY D-1 College Open CC
Columbia,,HunterCollege,15,6,15,2012 USAU MetroNY D-1 College Open CC
Columbia,,Hofstra,13,6,15,2012 USAU MetroNY D-1 College Open CC
Columbia,,CornellB,13,5,16,2012 USAU Metro East D-1 College Open Regionals
Columbia,,RIT,15,5,16,2012 USAU Metro East D-1 College Open Regionals
Connecticut,,OhioState,10,6,5,Queen City Tune Up
Connecticut,,AppalachianState,9,4,5,Queen City Tune Up
Connecticut,,Michigan,10,9,5,Queen City Tune Up
Connecticut,,CarletonCollegeGOP,9,3,5,Queen City Tune Up
Connecticut,,MichiganState,12,11,5,Queen City Tune Up
Connecticut,,JamesMadison,12,5,7,Hellfish Bonanza '12
Connecticut,,Towson,13,7,7,Hellfish Bonanza '12
Connecticut,,JamesMadisonB,13,3,7,Hellfish Bonanza '12
Connecticut,,Maryland,13,7,7,Hellfish Bonanza '12
Connecticut,,Rutgers,13,5,7,Hellfish Bonanza '12
Connecticut,,Georgetown,13,11,7,Hellfish Bonanza '12
Connecticut,,Maryland,15,12,7,Hellfish Bonanza '12
Connecticut,,NewHampshire,13,5,12,New England Open 2012
Connecticut,,RhodeIsland,13,7,12,New England Open 2012
Connecticut,,BostonUniversity,13,5,12,New England Open 2012
Connecticut,,Northeastern,13,8,12,New England Open 2012
Connecticut,,Bentley,14,7,12,New England Open 2012
Connecticut,,Harvard,15,9,12,New England Open 2012
Connecticut,,Brown,14,9,13,BootyCall
Connecticut,,Cornell,15,9,13,BootyCall
Connecticut,,RhodeIsland,14,7,13,BootyCall
Connecticut,,Vermont,15,10,13,BootyCall
Connecticut,,Yale,15,10,13,BootyCall
Connecticut,,Williams,15,7,13,BootyCall
Connecticut,,SUNYNewPaltz,13,3,14,2012 USAU Hudson Valley D-1 College Open CC
Connecticut,,CentralConnecticutState,13,6,14,2012 USAU Hudson Valley D-1 College Open CC
Connecticut,,SUNYAlbany,13,6,14,2012 USAU Hudson Valley D-1 College Open CC
Connecticut,,CentralConnecticutState,15,7,14,2012 USAU Hudson Valley D-1 College Open CC
Connecticut,,Yale,14,11,14,2012 USAU Hudson Valley D-1 College Open CC
Connecticut,,Rochester,W,L,16,2012 USAU Metro East D-1 College Open Regionals
Connecticut,,SUNYAlbany,15,8,16,2012 USAU Metro East D-1 College Open Regionals
Connecticut,,Wesleyan,15,11,16,2012 USAU Metro East D-1 College Open Regionals
Connecticut,,Rutgers,W,L,16,2012 USAU Metro East D-1 College Open Regionals
ConnecticutB,,BentleyB,13,3,11,Holly Burns Huckfest 2012
ConnecticutB,,NortheasternB,15,13,11,Holly Burns Huckfest 2012
ConnecticutB,,SUNYBuffaloB,10,7,14,Holly Burns Huckfest 2012
ConnecticutCollege,,CanisiusCollege,13,2,11,D-1337
ConnecticutCollege,,Stonehill,13,3,11,D-1337
ConnecticutCollege,,Colgate,13,12,11,D-1337
ConnecticutCollege,,SUNYCortland,15,11,11,D-1337
ConnecticutCollege,,BrownB,13,7,13,Moon Landing III
ConnecticutCollege,,BentleyB,13,5,13,Moon Landing III
ConnecticutCollege,,Maine,13,8,13,Moon Landing III
ConnecticutCollege,,WestfieldState,13,4,13,Moon Landing III
ConnecticutCollege,,Colby,15,9,13,Moon Landing III
ConnecticutCollege,,SalemState,14,9,13,Moon Landing III
ConnecticutCollege,,MassachusettsDartmouth,14,8,13,Moon Landing III
ConnecticutCollege,,Hartford,13,3,14,2012 USAU Hudson Valley D-3 College Open CC
ConnecticutCollege,,Bard,13,7,14,2012 USAU Hudson Valley D-3 College Open CC
ConnecticutCollege,,Marist,15,10,14,2012 USAU Hudson Valley D-3 College Open CC
ConnecticutCollege,,SUNYCortland,11,9,16,HuckBuddy Invite
ConnecticutCollege,,Ithaca,12,10,16,HuckBuddy Invite
ConnecticutCollege,,CollegeofNewJersey,13,9,16,HuckBuddy Invite
ConnecticutCollege,,Hamilton,13,10,16,HuckBuddy Invite
Cornell,,NYU,11,8,5,Queen City Tune Up
Cornell,,Virginia,11,7,5,Queen City Tune Up
Cornell,,CarletonCollegeGOP,10,6,5,Queen City Tune Up
Cornell,,Cincinnati,10,8,5,Queen City Tune Up
Cornell,,Philadelphia,13,3,8,PhilaU's Hucktastic Invitational
Cornell,,RutgersB,13,0,8,PhilaU's Hucktastic Invitational
Cornell,,Rider,13,0,8,PhilaU's Hucktastic Invitational
Cornell,,SUNYAlbany,13,4,8,PhilaU's Hucktastic Invitational
Cornell,,SUNYOneonta,13,2,8,PhilaU's Hucktastic Invitational
Cornell,,Rowan,15,9,8,PhilaU's Hucktastic Invitational
Cornell,,SUNYAlbany,15,6,8,PhilaU's Hucktastic Invitational
Cornell,,Columbia,15,6,8,PhilaU's Hucktastic Invitational
Cornell,,Davidson,15,10,10,College Southerns XI (men)
Cornell,,Princeton,15,10,10,College Southerns XI (men)
Cornell,,Chicago,15,5,10,College Southerns XI (men)
Cornell,,MinnesotaDuluth,15,4,10,College Southerns XI (men)
Cornell,,Towson,13,9,10,College Southerns XI (men)
Cornell,,RhodeIsland,15,9,13,BootyCall
Cornell,,Yale,12,8,13,BootyCall
Cornell,,Brown,14,11,13,BootyCall
Cornell,,Rochester,15,8,14,2012 USAU WesternNY D-1 College Open CC
Cornell,,RIT,15,5,14,2012 USAU WesternNY D-1 College Open CC
Cornell,,RIT,15,9,14,2012 USAU WesternNY D-1 College Open CC
Cornell,,CentralConnecticutState,15,10,16,2012 USAU Metro East D-1 College Open Regionals
Cornell,,HunterCollege,15,0,16,2012 USAU Metro East D-1 College Open Regionals
Cornell,,NYU,15,7,16,2012 USAU Metro East D-1 College Open Regionals
Cornell,,Yale,10,8,16,2012 USAU Metro East D-1 College Open Regionals
Cornell,,Wesleyan,12,9,16,2012 USAU Metro East D-1 College Open Regionals
Cornell,,Princeton,11,9,16,2012 USAU Metro East D-1 College Open Regionals
CornellB,,CanisiusCollege,13,7,8,Nut Buster VII
CornellB,,Philadelphia,11,7,10,Dirty Bird Open
CornellB,,York,13,12,10,Dirty Bird Open
CornellB,,Merrimack,11,9,12,Garden State Open II
CornellB,,ConnecticutB,15,5,14,2012 USAU Metro East Dev College Open CC
CornellB,,YaleB,13,6,14,2012 USAU Metro East Dev College Open CC
CornellB,,ConnecticutB,14,6,14,2012 USAU Metro East Dev College Open CC
CornellB,,PrincetonB,15,7,14,2012 USAU Metro East Dev College Open CC
CornellB,,HunterCollege,W,F,16,2012 USAU Metro East D-1 College Open Regionals
Creighton,,DaytonB,11,8,12,Chicago Invite 2012
Dallas,,TexasC,13,10,11,Sky My Disc
Dartmouth,,Middlebury,11,7,2,Williams Turf Tournament
Dartmouth,,Williams,11,8,2,Williams Turf Tournament
Dartmouth,,Vermont,11,6,2,Williams Turf Tournament
Dartmouth,,Cornell,13,4,5,Queen City Tune Up
Dartmouth,,NYU,9,6,5,Queen City Tune Up
Dartmouth,,CarnegieMellon,13,4,5,Queen City Tune Up
Dartmouth,,MichiganState,14,10,5,Queen City Tune Up
Dartmouth,,ArizonaState,15,13,6,Presidents' Day Classic - Open
Dartmouth,,CaliforniaSantaCruz,15,7,6,Presidents' Day Classic - Open
Dartmouth,,ChicoState,15,11,6,Presidents' Day Classic - Open
Dartmouth,,CaliforniaSantaBarbara,15,12,6,Presidents' Day Classic - Open
Dartmouth,,CalPolySLO,16,14,6,Presidents' Day Classic - Open
Dartmouth,,California,15,14,6,Presidents' Day Classic - Open
Dartmouth,,Washington,15,11,6,Presidents' Day Classic - Open
Dartmouth,,ArizonaState,11,7,10,Centex 2012
Dartmouth,,Harvard,14,8,10,Centex 2012
Dartmouth,,SanDiegoState,15,8,11,College Easterns 2012
Dartmouth,,Amherst,13,8,12,New England Open 2012
Dartmouth,,NYU,13,9,12,New England Open 2012
Dartmouth,,Columbia,13,5,12,New England Open 2012
Dartmouth,,Yale,13,11,12,New England Open 2012
Dartmouth,,Middlebury,15,5,12,New England Open 2012
Dartmouth,,Middlebury,15,6,15,2012 USAU North New England D-1 College Open CC
Dartmouth,,MIT,15,10,17,2012 USAU North New England D-1 College Open CC
Dartmouth,,BostonUniversity,15,5,17,2012 USAU North New England D-1 College Open CC
Dartmouth,,Massachusetts,15,10,17,2012 USAU North New England D-1 College Open CC
Dartmouth,,RhodeIsland,15,9,17,2012 USAU North New England D-1 College Open CC
Dartmouth,,Vermont,15,9,17,2012 USAU North New England D-1 College Open CC
Davidson,,Rhodes,13,6,3,T-Town Throwdown 8
Davidson,,MiddleTennesseeState,13,6,3,T-Town Throwdown 8
Davidson,,Mississippi,17,15,3,T-Town Throwdown 8
Davidson,,RhodeIsland,9,6,7,Spring Ultimax/ Irate Invite
Davidson,,Catholic,15,13,7,Spring Ultimax/ Irate Invite
Davidson,,Edinboro,15,11,7,Spring Ultimax/ Irate Invite
Davidson,,Chicago,15,10,10,College Southerns XI (men)
Davidson,,Temple,15,13,12,Roll Call 2012
Davidson,,VirginiaCommonwealth,14,13,12,Roll Call 2012
Davidson,,NorthCarolinaAsheville,14,9,14,2012 USAU Carolina D-3 College Open CC
Davidson,,Furman,15,9,14,2012 USAU Carolina D-3 College Open CC
Dayton,,KentState,15,3,11,Beard of Zeus Invitational VI
Dayton,,OlivetNazarene,15,5,11,Beard of Zeus Invitational VI
Dayton,,Xavier,12,5,11,Beard of Zeus Invitational VI
Dayton,,OhioNorthern,14,10,11,Beard of Zeus Invitational VI
Dayton,,MichiganB,13,9,12,Chicago Invite 2012
Dayton,,CaseWesternReserve,13,10,12,Chicago Invite 2012
Dayton,,CalStateLongBeach,14,12,12,Chicago Invite 2012
Dayton,,TrumanState,W,F,12,Chicago Invite 2012
Dayton,,KentState,11,5,14,2012 USAU Ohio D-1 College Open CC
Dayton,,ClevelandState,11,1,14,2012 USAU Ohio D-1 College Open CC
Dayton,,CaseWesternReserve,11,6,14,2012 USAU Ohio D-1 College Open CC
Dayton,,IndianaPennsylvania,15,8,16,2012 USAU Ohio Valley D-1 College Open Regionals
Dayton,,Millersville,15,14,16,2012 USAU Ohio Valley D-1 College Open Regionals
Dayton,,Millersville,15,11,16,2012 USAU Ohio Valley D-1 College Open Regionals
DaytonB,,CincinnatiB,11,10,11,Boogie Nights
DaytonB,,WrightStateB,15,3,11,Boogie Nights
DaytonB,,WrightStateB,13,5,12,Chicago Invite 2012
DaytonB,,IllinoisStateB,13,9,12,Chicago Invite 2012
DaytonB,,WrightStateB,9,1,12,Chicago Invite 2012
DaytonB,,WrightStateB,13,6,14,2012 USAU Ohio Dev College Open CC
Delaware,,Drexel,13,3,7,Hellfish Bonanza '12
Delaware,,SUNYBuffalo,13,9,7,Hellfish Bonanza '12
Delaware,,Shippensburg,13,6,7,Hellfish Bonanza '12
Delaware,,Georgetown,14,13,8,Easterns Qualifier 2012
Delaware,,NorthCarolinaWilmingtonB,15,3,8,Easterns Qualifier 2012
Delaware,,Grinnell,13,3,11,College Terminus - Open
Delaware,,Middlebury,12,10,11,College Terminus - Open
Delaware,,GeorgeWashington,13,9,11,College Terminus - Open
Delaware,,MarylandBaltimoreCounty,15,3,15,2012 USAU Colonial D-1 College Open CC
Delaware,,JohnsHopkins,15,6,15,2012 USAU Colonial D-1 College Open CC
Delaware,,Towson,15,6,15,2012 USAU Colonial D-1 College Open CC
Delaware,,Maryland,12,11,15,2012 USAU Colonial D-1 College Open CC
Delaware,,WilliamMary,13,10,17,2012 USAU Atlantic Coast D-1 College Open Regionals
Delaware,,NorthCarolinaState,13,11,17,2012 USAU Atlantic Coast D-1 College Open Regionals
DelawareB,,SUNYBuffaloB,11,7,6,Beenanza 2012
DelawareB,,WilliamMaryB,10,8,6,Beenanza 2012
DelawareB,,GeorgeMasonB,9,8,6,Beenanza 2012
DelawareB,,OhioB,11,10,8,Woodside Invite
DelawareB,,MessiahB,11,2,8,Woodside Invite
DelawareB,,GeorgeMasonB,11,4,8,Woodside Invite
DelawareB,,CentralConnecticutStateB,13,5,9,Atlantic City Invite II
DelawareB,,GeorgeMasonB,11,3,14,2012 USAU Northern Atlantic Coast Dev College Open CC
DelawareB,,AmericanB,11,7,14,2012 USAU Northern Atlantic Coast Dev College Open CC
DelawareB,,WilliamMaryB,13,7,14,2012 USAU Northern Atlantic Coast Dev College Open CC
DelawareB,,AmericanB,13,3,14,2012 USAU Northern Atlantic Coast Dev College Open CC
DelawareB,,JamesMadisonB,12,10,16,2012 USAU Atlantic Coast Dev College Open Regionals
DelawareB,,VirginiaTechB,8,6,16,2012 USAU Atlantic Coast Dev College Open Regionals
Denison,,Kettering,W,L,2,ONU Indoor - Beck & Ackley Memorial
Denison,,CaseWesternReserve,W,L,2,ONU Indoor - Beck & Ackley Memorial
Denison,,OhioB,W,L,2,ONU Indoor - Beck & Ackley Memorial
Denison,,JohnCarroll,W,L,6,CWRUL 2012 - OPEN
Denison,,Kettering,W,L,6,CWRUL 2012 - OPEN
Denison,,CaseWesternReserve,W,L,6,CWRUL 2012 - OPEN
Denison,,WrightStateB,15,3,8,Denison Disc-Throw Inferno
Denison,,YoungstownState,15,5,8,Denison Disc-Throw Inferno
Denison,,WrightStateB,15,0,8,Denison Disc-Throw Inferno
Denison,,Wooster,15,5,8,Denison Disc-Throw Inferno
Denison,,WrightState,W,F,8,Denison Disc-Throw Inferno
Denison,,CaseWesternReserveB,13,3,11,Kenyon Spring Invite
Denison,,OhioWesleyan,13,10,11,Kenyon Spring Invite
Denison,,OhioWesleyan,13,12,11,Kenyon Spring Invite
Denison,,Wooster,14,11,14,2012 USAU Ohio D-3 College Open CC
Denison,,Oberlin,14,8,14,2012 USAU Ohio D-3 College Open CC
Denison,,OhioWesleyan,15,8,14,2012 USAU Ohio D-3 College Open CC
Denison,,Oberlin,13,6,16,2012 USAU Ohio Valley D-3 College Open Regionals
Denison,,OhioWesleyan,13,8,16,2012 USAU Ohio Valley D-3 College Open Regionals
Denison,,Wooster,15,9,16,2012 USAU Ohio Valley D-3 College Open Regionals
Denison,,OhioWesleyan,15,11,16,2012 USAU Ohio Valley D-3 College Open Regionals
Dickinson,,Kettering,11,6,8,Woodside Invite
Dickinson,,Messiah,11,9,8,Woodside Invite
Dickinson,,Swarthmore,9,4,8,Woodside Invite
Dickinson,,RutgersB,15,0,12,Roll Call 2012
Dickinson,,TexasB,15,11,12,Roll Call 2012
Dickinson,,MarylandB,15,5,12,Roll Call 2012
Dickinson,,Haverford,15,9,12,Roll Call 2012
Dickinson,,Elon,15,8,12,Roll Call 2012
Dickinson,,Allegheny,13,6,14,2012 USAU West Penn D-3 College Open CC
Dickinson,,Clarion,13,6,14,2012 USAU West Penn D-3 College Open CC
Dickinson,,Gettysburg,13,9,14,2012 USAU West Penn D-3 College Open CC
Dickinson,,Bucknell,13,12,14,2012 USAU West Penn D-3 College Open CC
Dickinson,,Wooster,13,12,16,2012 USAU Ohio Valley D-3 College Open Regionals
Dickinson,,Xavier,13,5,16,2012 USAU Ohio Valley D-3 College Open Regionals
Drake,,Valparaiso,12,10,12,Chicago Invite 2012
Drexel,,Dickinson,12,6,7,Hellfish Bonanza '12
Drexel,,Towson,11,9,7,Hellfish Bonanza '12
Drexel,,Hofstra,11,8,9,Atlantic City Invite II
Drexel,,Philadelphia,12,6,9,Atlantic City Invite II
Drexel,,JohnsHopkinsB,13,7,9,Atlantic City Invite II
Drexel,,ShippensburgB,13,4,9,Atlantic City Invite II
Drexel,,Temple,14,4,12,Roll Call 2012
Drexel,,VirginiaCommonwealth,12,10,12,Roll Call 2012
Drexel,,SUNYStonyBrook,11,3,12,Roll Call 2012
Drexel,,WestChester,15,9,14,2012 USAU East Penn D-1 College Open CC
Drexel,,Temple,13,11,14,2012 USAU East Penn D-1 College Open CC
Drexel,,StJosephs,15,7,14,2012 USAU East Penn D-1 College Open CC
Drexel,,Villanova,W,F,14,2012 USAU East Penn D-1 College Open CC
Drexel,,WestChester,12,11,14,2012 USAU East Penn D-1 College Open CC
Drury,,TexasAMB,13,6,7,Hendrix Ultimate Experience
Drury,,OklahomaB,13,3,7,Hendrix Ultimate Experience
Drury,,Nebraska,13,10,7,Hendrix Ultimate Experience
Drury,,MissouriStateB,15,4,7,Hendrix Ultimate Experience
Drury,,WisconsinB,11,8,8,Midwest Throwdown (Open)
Duke,,NorthCarolinaState,16,14,3,ACCUC
Duke,,Arizona,13,10,6,Presidents' Day Classic - Open
Duke,,ChicoState,W,F,6,Presidents' Day Classic - Open
Duke,,Lehigh,11,9,12,Roll Call 2012
Duke,,VirginiaCommonwealth,15,7,12,Roll Call 2012
Duke,,Drexel,11,10,12,Roll Call 2012
Duke,,Charleston,13,8,15,2012 USAU Carolina D-1 College Open CC
Duke,,Charleston,13,8,15,2012 USAU Carolina D-1 College Open CC
Duke,,AppalachianState,12,9,15,2012 USAU Carolina D-1 College Open CC
Duke,,EastCarolina,9,1,15,2012 USAU Carolina D-1 College Open CC
EastCarolina,,Middlebury,7,5,5,Queen City Tune Up
EastCarolina,,AppalachianState,W,L,5,Queen City Tune Up
EastCarolina,,Lehigh,W,L,7,Spring Ultimax/ Irate Invite
EastCarolina,,Millersville,W,L,7,Spring Ultimax/ Irate Invite
EastCarolina,,JohnsHopkins,15,10,7,Spring Ultimax/ Irate Invite
EastCarolina,,Catholic,15,11,7,Spring Ultimax/ Irate Invite
EastCarolina,,Michigan,15,10,7,Spring Ultimax/ Irate Invite
EastCarolina,,American,12,9,12,Roll Call 2012
EastCarolina,,Hofstra,15,8,12,Roll Call 2012
EastCarolina,,WilliamMary,14,11,12,Roll Call 2012
EastCarolina,,Catholic,15,3,12,Roll Call 2012
EastCarolina,,CentralConnecticutState,12,10,12,Roll Call 2012
EasternIllinois,,ColoradoB,15,8,7,Free State Classic
EasternIllinois,,WesternMichigan,15,12,7,Free State Classic
EasternIllinois,,StLouis,13,10,7,Free State Classic
